assetid;balltype;teamcolor1g;teamcolor1r;teamcolor2b;teamcolor2r;teamcolor3r;teamcolor1b;latitude;teamcolor3g;teamcolor2g;teamname;adboardid;teamcolor3b;defmentality;powid;rightfreekicktakerid;physioid_secondary;domesticprestige;genericint2;jerseytype;rivalteam;midfieldrating;matchdayoverallrating;matchdaymidfieldrating;attackrating;physioid_primary;longitude;buspassing;matchdaydefenserating;defenserating;defteamwidth;longkicktakerid;bodytypeid;trait1;busdribbling;rightcornerkicktakerid;suitvariationid;defaggression;ethnicity;leftcornerkicktakerid;teamid;fancrowdhairskintexturecode;suittypeid;numtransfersin;captainid;personalityid;leftfreekicktakerid;genericbanner;buspositioning;stafftracksuitcolorcode;ccpositioning;busbuildupspeed;transferbudget;ccshooting;overallrating;ccpassing;utcoffset;penaltytakerid;freekicktakerid;defdefenderline;internationalprestige;form;genericint1;cccrossing;matchdayattackrating
112428;1;255;255;0;0;128;255;0;128;0;Team 112428;1;128;50;-1;1;2;10;-1;1;1;50;50;50;50;1;0;50;50;50;50;1;1;0;50;1;0;50;2;1;112428;0;0;0;1;0;1;0;0;0;0;50;1000000;50;50;50;0;1;1;0;10;0;-1;50;50
112476;197;128;0;255;255;255;1;-24;255;255;Associação Chapecoense de Futebol;1;255;30;-1;275567;2;5;-1;2;111976;68;68;68;68;1;-52;52;67;67;34;275567;0;256;54;275512;0;45;4;213102;112476;0;2;0;213102;1;275567;0;0;0;0;62;700000;52;68;67;-3;213102;275567;0;3;0;-1;54;68
112508;211;255;255;1;1;255;255;50;255;1;Sandecja;1;255;29;-1;163848;2;0;-1;2;110747;62;65;64;66;1;20;68;65;62;28;190529;2;16;56;163848;1;31;2;190529;112508;0;0;0;191146;0;190529;0;0;0;0;68;1575000;75;62;55;2;185117;190529;0;0;0;-1;75;67
112510;211;100;50;0;255;50;200;50;100;153;Termalica;1;200;29;-1;220143;2;7;-1;2;110749;66;64;64;65;1;20;39;60;62;40;220143;1;68;50;220143;1;29;2;220143;112510;0;1;0;223997;0;220143;0;0;0;0;40;3120000;35;66;35;2;223731;220143;0;3;0;-1;65;64
112513;240;255;255;220;31;10;0;40;100;92;FC Arouca;1;250;50;-1;213582;2;4;-1;2;111539;70;71;70;72;1;-8;62;70;70;37;213582;2;8;39;213582;1;39;2;213582;112513;0;0;0;236255;0;213582;0;0;0;0;61;2500000;33;71;55;0;236255;213582;0;2;0;-1;59;72
112516;240;244;244;0;30;244;0;40;244;140;Tondela;1;0;25;-1;224538;2;5;-1;1;518;68;68;67;67;1;-8;71;67;68;31;224538;0;324;36;224538;1;38;6;224538;112516;0;0;0;235706;0;224538;0;0;0;0;73;800000;62;68;72;0;224538;224538;0;2;0;-1;36;67
112523;240;146;1;63;1;255;63;4;255;146;La Equidad;1;255;68;-1;196151;2;13;-1;2;112834;66;66;66;65;1;-74;52;66;66;36;226604;2;10;40;196151;1;56;2;196151;112523;0;1;0;196151;0;196151;0;0;0;0;49;1400000;49;66;60;-5;196151;196151;0;2;0;-1;36;65
112526;240;114;251;22;1;251;33;6;114;116;Envigado;1;33;28;-1;233403;2;14;-1;2;112578;63;65;64;62;1;-75;49;67;65;37;233403;1;16;34;233403;1;21;4;233403;112526;0;2;0;199686;0;233403;0;1;0;1;52;1596000;66;64;50;-5;199686;233403;0;4;0;-1;64;63
112527;240;1;226;37;1;226;38;5;1;106;Patriotas;1;38;68;-1;214085;2;9;-1;2;112019;67;66;69;65;1;-73;40;67;66;33;214085;1;9;25;236850;1;53;4;236850;112527;0;0;0;214314;0;214085;0;0;0;0;38;1651000;33;66;33;-5;214314;214085;0;2;0;-1;33;66
112528;240;238;246;61;33;246;29;2;238;121;Atlético Huila;1;29;74;-1;221246;2;11;-1;1;111722;62;63;63;64;1;-75;50;64;65;53;214477;1;0;43;221246;1;63;2;221246;112528;0;2;0;229883;0;221246;0;0;0;0;51;1666000;52;63;69;-5;229883;221246;0;2;0;-1;63;61
112531;90;163;1;255;128;1;227;-20;1;255;Deportes Iquique;1;1;45;-1;158790;2;12;-1;2;112533;65;64;65;64;1;-70;59;63;63;41;158790;2;320;61;158790;1;38;4;158790;112531;0;2;0;215085;2;158790;0;0;0;0;43;690000;55;64;45;-3;219170;158790;0;3;0;-1;58;64
112533;90;193;66;255;255;1;255;-23;1;255;CD Antofagasta;1;1;49;-1;216034;2;9;-1;2;110978;68;68;68;68;1;-70;52;66;67;34;216034;1;64;75;216034;1;69;2;216034;112533;0;2;0;214412;1;216034;0;0;0;0;53;640000;34;68;69;-3;223665;216034;0;2;0;-1;45;69
112534;90;242;255;160;0;255;0;-36;248;50;Universidad de Concepción;1;149;48;-1;215118;2;5;-1;2;111327;65;67;65;66;1;-73;51;65;65;50;215118;1;576;56;191725;1;46;4;191725;112534;0;2;0;229201;0;215118;0;0;0;0;45;750000;48;67;59;-3;237569;215118;0;3;0;-1;41;66
112537;0;255;255;0;255;255;255;23;255;128;Beijing Renhe;2;255;50;-1;1;2;0;-1;1;111768;50;50;50;50;1;180;50;50;50;50;1;1;0;50;1;0;50;2;1;112537;0;0;0;1;0;1;0;0;0;0;50;610000;50;50;50;8;1;1;0;0;0;-1;50;50
112552;55;229;240;18;228;1;39;49;1;30;Quevilly Rouen;1;1;60;-1;239038;2;3;-1;2;212;63;62;62;67;1;1;40;61;62;42;187938;1;128;47;225950;1;52;2;225950;112552;0;1;0;187938;1;239038;0;0;0;1;37;500000;42;63;32;1;199378;239038;0;1;0;-1;42;67
112558;45;1;204;204;1;1;1;37;153;1;Suwon FC;1;1;44;-1;228554;2;4;-1;2;983;64;64;64;62;1;127;48;63;63;50;191888;0;20;60;202961;1;55;4;202961;112558;0;0;0;228554;0;228554;0;0;0;0;55;1800000;54;64;38;9;181493;228554;0;1;0;-1;53;62
112578;240;1;130;29;196;178;19;6;144;1;Rionegro Águilas;1;57;35;-1;220522;2;10;-1;2;112526;68;68;68;68;1;-75;48;66;65;41;220522;1;0;50;220522;1;49;4;220522;112578;0;2;0;140271;0;220522;0;0;0;0;55;1500000;53;68;41;-5;219647;220522;0;3;0;-1;32;68
112579;240;242;255;1;1;255;1;7;242;1;Al. Petrolera;1;1;29;-1;198690;2;5;-1;2;112992;65;65;65;69;1;-73;67;64;64;34;198690;1;328;36;198690;0;37;4;198690;112579;0;2;0;214094;0;198690;0;0;0;0;67;1596000;70;65;50;-5;214094;198690;0;2;0;-1;40;69
112584;90;196;255;102;21;255;13;-33;196;57;Everton de Viña;1;13;45;-1;199940;2;13;-1;2;110976;68;66;67;66;1;-71;53;64;67;35;234499;1;153;68;199940;1;58;4;199940;112584;0;2;0;166693;0;199940;0;0;0;0;50;800000;35;68;58;-3;204849;199940;0;2;0;-1;52;65
112606;215;52;102;255;255;253;141;28;228;255;Orlando City Soccer Club;1;146;58;-1;207629;2;1;-1;2;112828;69;68;69;69;1;-81;68;68;68;66;207629;1;136;42;176575;1;44;2;176575;112606;0;0;0;202223;0;207629;0;1;0;1;69;25000000;79;68;80;-5;202223;207629;0;5;0;-1;46;69
112655;90;255;255;28;187;255;255;50;255;23;Curicó Unido;18;255;50;-1;159366;2;2;-1;1;112655;50;50;50;50;1;6;50;50;50;50;159366;1;0;50;159366;0;50;2;159366;112655;0;0;0;159366;0;159366;0;0;0;0;50;600000;50;50;50;1;216048;159366;0;1;0;-1;50;50
112668;90;250;250;250;0;1;0;-33;1;70;San Luis de Quillota;1;1;54;-1;214917;2;5;-1;1;110976;65;64;65;63;1;-71;33;64;64;54;226246;1;0;45;216514;1;54;2;219104;112668;0;2;0;174547;1;214917;0;0;0;0;50;520000;35;64;65;-3;212943;214917;0;1;0;-1;50;63
112670;216;27;5;255;252;5;68;-31;27;251;Club Atlético Talleres;1;68;43;-1;215199;2;8;-1;2;120002;66;66;65;67;1;-64;51;67;65;68;215199;1;144;55;215199;1;59;4;215199;112670;0;2;0;215251;0;215199;0;0;0;0;53;5000000;68;66;59;-3;215251;215199;0;4;0;-1;65;65
112678;170;255;255;1;255;10;255;18;53;1;Atlético de San Luis;1;226;66;-1;229839;2;4;-1;2;110150;69;69;69;69;1;-98;69;69;70;48;240338;0;0;79;240338;0;68;2;240338;112678;0;0;0;216520;0;229839;0;0;0;0;67;5000000;72;69;74;-5;220685;240338;0;4;0;-1;58;69
112689;216;255;255;0;113;255;255;-38;255;56;Club Atlético Platense;1;255;58;-1;177537;2;7;-1;1;111019;65;65;65;65;1;-62;70;65;64;32;177537;0;266;52;177537;1;50;4;177537;112689;0;1;0;158984;0;177537;0;0;0;0;67;3000000;61;66;78;-3;171975;177537;0;3;0;-1;62;65
112690;216;0;255;255;255;255;0;5;0;255;Barracas Central;1;0;34;-1;214809;2;8;-1;2;112965;64;64;64;64;1;-73;53;60;60;46;214809;1;70;46;229459;0;32;4;229459;112690;0;2;0;229459;0;214809;0;0;0;0;53;2000000;36;64;57;-5;229459;214809;0;2;0;-1;61;64
112695;164;0;255;0;0;255;0;45;0;0;RFC Seraing;1;0;56;-1;262710;2;2;-1;1;232;50;50;50;50;1;23;53;50;50;47;262710;1;0;56;243953;0;47;2;243953;112695;0;0;0;246740;0;262710;0;0;0;0;47;1000000;68;50;46;2;244685;243953;1;2;0;-1;46;50
112709;90;128;0;255;255;0;64;-20;128;255;Deportes Temuco;1;64;50;-1;176907;2;4;-1;1;111327;50;50;50;50;1;-70;50;50;50;50;176907;1;0;50;176907;0;50;2;176907;112709;0;0;0;176907;0;176907;0;0;0;0;50;690000;50;50;50;-3;214837;176907;0;1;0;-1;50;50
112713;216;103;3;255;255;3;41;-34;103;255;Club Atlético Sarmiento;1;41;62;-1;142707;2;4;-1;2;112689;64;66;64;65;1;-60;72;67;67;61;242002;1;0;42;242002;1;65;4;242002;112713;0;0;0;142707;0;142707;0;0;0;0;67;3000000;54;66;69;-3;142707;142707;0;2;0;-1;69;65
112791;243;150;0;254;254;20;234;44;170;254;S.P.A.L.;1;254;59;-1;205633;2;4;-1;2;189;73;72;71;75;1;11;36;70;71;57;205633;1;136;52;205633;1;51;2;205633;112791;0;0;0;215433;0;205633;0;0;0;0;37;5000000;47;73;37;1;215433;205633;0;1;0;-1;67;75
112809;240;40;20;255;255;246;63;41;198;255;FC Famalicão;1;5;43;-1;226877;2;8;-1;2;1892;72;71;71;70;1;-8;51;71;72;48;226877;1;0;67;226877;1;61;2;226877;112809;0;0;0;236830;1;226877;0;0;0;0;50;5000000;48;71;61;0;226877;226877;0;2;0;-1;47;69
112828;215;165;101;255;255;40;215;41;59;255;New York City Football Club;1;75;44;-1;183895;2;1;-1;2;689;72;69;72;71;1;-74;37;66;68;42;183895;1;0;36;183895;1;67;9;183895;112828;0;0;0;183895;0;183895;0;0;0;0;36;31000000;41;69;31;-5;183895;183895;0;5;0;-1;41;72
112834;45;29;15;65;15;220;65;4;0;29;Fortaleza CEIF;1;48;36;-1;221581;2;3;-1;2;112523;60;59;60;60;1;-74;58;58;58;49;214116;2;256;55;221581;1;33;4;221581;112834;0;2;0;176611;0;221581;0;0;0;0;55;500000;53;59;64;-5;221581;221581;0;2;0;-1;49;60
112883;45;255;255;1;1;1;1;26;1;128;Al-Khaleej FC;1;1;47;-1;236357;2;8;-1;2;112390;60;63;60;65;1;50;39;59;61;51;225062;1;64;49;236357;1;53;6;236357;112883;0;2;0;211395;0;236357;0;0;0;0;51;1500000;55;63;47;3;199145;236357;0;1;0;-1;53;65
112885;215;0;128;32;35;163;11;33;145;31;Atlanta United FC;1;97;58;-1;235467;2;1;-1;2;112606;70;69;70;72;1;-84;32;68;68;47;235467;2;392;17;237662;1;41;2;235467;112885;0;2;0;235467;0;235467;0;0;0;0;31;38000000;35;69;35;-5;235467;235467;0;1;0;-1;77;72
112893;215;0;0;192;255;0;0;57;0;128;Inter Miami CF;3;0;44;-1;158023;2;10;-1;2;112606;65;65;65;64;1;-4;47;65;64;36;158023;1;8;47;158023;0;44;2;158023;112893;0;2;0;158023;0;158023;0;0;0;1;48;15000000;42;65;57;0;158023;158023;0;10;0;-1;48;64
112903;240;184;23;255;255;39;254;8;72;255;Jaguares;1;165;45;-1;214533;2;3;-1;2;101101;66;67;67;66;1;-75;55;68;65;50;214533;2;280;55;231706;1;42;9;231706;112903;0;2;0;214372;0;214533;0;1;0;1;50;1634000;45;66;45;-5;214445;214533;0;1;0;-1;50;69
112904;216;150;61;255;255;61;194;-34;150;255;Temperley;1;194;76;-1;142728;2;7;-1;2;110394;65;65;64;65;1;-58;52;64;63;44;142728;1;0;54;142728;0;74;2;142728;112904;0;1;0;142728;0;142728;0;0;0;0;52;500000;49;65;68;-3;216053;142728;0;2;0;-1;74;64
112934;240;49;242;255;255;64;54;3;185;255;Cortuluá;1;79;27;-1;227161;2;4;-1;2;101102;67;65;66;67;1;-76;51;59;60;34;227161;2;256;48;227161;0;38;4;227161;112934;0;2;0;239264;0;227161;0;0;0;1;51;1596000;63;65;64;-5;231563;227161;0;2;0;-1;78;67
112954;202;0;255;255;255;255;0;45;0;255;Vicenza;1;0;43;-1;190076;2;5;-1;2;206;67;67;67;70;1;11;54;66;68;54;190076;1;8;49;201408;1;48;2;202644;112954;0;2;0;202644;1;190076;0;0;0;0;60;2000000;62;68;56;1;199529;190076;0;1;0;-1;67;71
112965;216;0;0;255;255;0;0;-31;0;255;Central Córdoba;1;0;27;-1;241605;2;5;-1;2;120002;66;66;66;62;1;-68;40;64;65;23;251212;1;0;53;251212;0;24;4;251212;112965;0;0;0;251212;0;241605;0;0;0;0;38;3000000;33;66;33;-3;214965;241605;0;1;0;-1;33;62
112968;240;123;94;127;207;94;138;4;123;189;Tigres Colombia;1;138;28;-1;221246;2;2;-1;2;101104;63;62;63;62;1;-74;50;62;62;29;221246;1;256;51;214382;0;28;4;214382;112968;0;2;0;221253;0;221246;0;0;0;0;52;1615000;52;63;33;-5;219447;221246;0;1;0;-1;49;61
112990;240;204;1;1;1;255;255;28;255;1;Al-Batin FC;39;255;60;-1;237293;2;5;-1;1;112389;61;62;61;62;1;45;53;60;62;62;235600;0;264;42;237293;1;64;2;235600;112990;0;0;0;235608;0;237293;0;0;0;0;50;1500000;70;63;46;3;237293;237293;0;1;0;-1;42;63
112992;240;237;255;45;1;255;1;7;237;122;Atl. Bucaramanga;1;1;76;-1;193339;2;5;-1;2;112579;67;66;68;67;1;-73;50;65;64;55;229108;1;256;45;229108;0;65;4;229108;112992;0;1;0;231713;1;229108;0;0;0;0;53;950000;32;66;39;-5;214185;229108;0;3;0;-1;65;67
112996;0;0;0;64;176;0;0;-30;0;151;Los Ángeles FC;32;0;50;-1;169416;2;0;-1;1;697;50;50;50;50;1;-51;50;50;50;50;169416;1;25;50;169416;0;50;2;169416;112996;0;0;0;169416;0;169416;0;0;0;0;50;37000000;50;50;50;-3;169416;169416;0;0;0;-1;50;50
113057;240;1;1;1;244;255;255;25;255;177;Al-Fayha FC;1;255;26;-1;209051;2;3;-1;1;112390;67;66;67;66;1;45;69;61;61;36;210805;0;0;33;209051;1;36;2;209051;113057;0;2;0;238902;0;209051;0;0;0;0;72;2000000;77;66;57;3;238902;209051;0;1;0;-1;77;66
113134;170;128;0;0;234;0;0;16;128;0;FC Juárez;1;0;35;-1;224150;2;11;-1;2;1970;70;69;68;72;1;-93;44;63;67;60;224150;0;20;50;224150;1;45;5;224150;113134;0;1;0;224150;0;224150;0;0;0;0;50;2000000;58;70;49;-6;224150;224150;0;7;0;-1;54;71
113142;240;127;255;80;35;254;39;36;254;160;Alanyaspor;1;254;76;-1;234870;2;4;-1;2;741;70;70;70;74;1;32;68;68;68;42;234870;2;400;72;234870;1;72;2;234870;113142;0;2;0;234870;1;234870;0;0;0;0;69;6000000;71;70;76;2;234870;234870;0;2;0;-1;42;73
113147;202;211;163;255;255;163;228;44;211;255;Entella Chiavari;1;228;25;-1;220054;2;2;-1;2;110741;66;67;66;67;1;9;73;65;67;26;220054;1;64;51;220054;1;33;2;220054;113147;0;0;0;215982;0;220054;0;0;0;0;70;1500000;71;67;71;1;215982;220054;0;1;0;-1;51;68
113173;211;18;235;1;1;230;25;63;15;1;Östersunds FK;1;20;68;-1;213750;2;5;-1;2;1596;68;67;69;66;1;14;39;67;66;50;213750;0;4;55;213750;1;70;2;231500;113173;0;0;0;176724;0;213750;0;1;0;1;40;600000;60;66;40;1;176724;213750;0;2;0;-1;60;67
113216;242;66;15;28;232;5;121;37;56;169;UCAM Murcia CF;6;110;33;-1;203680;2;2;-1;2;468;67;66;65;68;1;-1;38;66;69;37;203680;0;0;33;203680;1;36;2;203680;113216;0;1;0;203680;0;203680;0;0;0;0;33;1500000;43;67;38;1;203680;203680;0;1;0;-1;61;67
113219;240;233;244;1;1;244;1;24;233;1;Ohod Club;1;1;49;-1;242157;2;3;-1;1;112990;61;60;61;55;1;39;71;59;59;68;242113;1;0;40;239637;0;56;6;213333;113219;0;2;0;216082;0;242157;0;0;0;0;67;1500000;78;60;66;3;242113;242113;0;1;0;-1;40;55
113259;240;255;255;0;0;255;0;38;255;0;Yeni Malatyaspor;1;0;43;-1;183519;2;3;-1;2;113259;69;69;68;71;1;38;50;69;70;62;183519;1;0;72;183519;1;46;2;183519;113259;0;0;0;143799;0;183519;0;0;0;0;50;2000000;62;69;46;3;183519;183519;0;1;0;-1;72;73
113458;211;70;1;1;1;1;126;59;70;1;IK Sirius;1;126;66;-1;176928;2;1;-1;2;433;64;64;64;65;1;17;39;62;63;39;176928;1;0;39;176928;0;59;2;176928;113458;0;2;0;237348;0;188959;0;0;0;0;39;500000;49;64;39;1;176928;176928;0;1;0;-1;49;66
113459;211;40;20;255;255;20;100;63;40;255;Kristiansund;1;120;28;-1;198519;2;2;-1;2;417;62;63;62;63;1;7;53;64;64;31;198519;1;64;39;198519;1;39;2;198519;113459;0;2;0;198642;0;198519;0;0;0;0;52;500000;40;63;63;1;202769;198519;0;1;0;-1;39;63
113704;211;255;255;1;1;255;255;60;255;1;FC Tosno;1;255;25;-1;194528;2;3;-1;2;312;65;68;67;69;1;30;68;68;68;27;194528;1;72;36;194528;1;24;2;228763;113704;0;0;0;187652;0;194528;0;0;0;0;69;2002000;71;67;80;3;194662;194528;0;1;0;-1;36;71
113720;51;225;166;255;255;200;253;56;240;255;FC Helsingør;1;255;75;-1;236517;2;1;-1;2;113720;59;58;59;57;1;12;36;56;58;34;239156;1;0;54;236517;0;64;2;236517;113720;0;2;0;239153;0;236517;0;0;0;1;39;500000;44;59;34;1;229647;236517;0;1;0;-1;44;57
113796;240;0;198;255;255;198;0;38;0;255;Ümraniyespor;37;0;43;-1;198312;2;6;-1;2;111117;70;70;70;73;1;27;49;70;71;56;198312;2;48;70;198312;1;35;2;254296;113796;0;0;0;227512;0;198312;0;0;0;1;52;3500000;56;71;35;2;230624;198312;0;3;0;-1;39;72
114510;240;1;1;255;255;0;1;33;0;255;Casa Pia;25;0;42;-1;232985;2;2;-1;2;10020;69;70;69;70;1;-17;55;72;71;57;232985;1;256;47;232985;0;42;2;232985;114510;0;2;0;178614;1;200984;0;0;0;0;56;3000000;46;70;47;0;200984;200984;0;2;0;-1;57;70
114554;242;0;0;0;255;255;169;41;0;255;FC Andorra;6;0;43;-1;204887;2;4;-1;2;110062;70;71;72;72;1;-2;70;70;68;51;204887;1;8;59;204887;1;53;2;204887;114554;0;1;0;204887;0;204887;0;0;0;0;72;4000000;61;70;63;1;255398;204887;0;1;0;-1;59;75
114899;170;0;128;255;255;128;128;19;0;255;Mazatlán FC;24;128;49;-1;273204;2;11;-1;2;1880;70;72;71;75;1;-101;66;71;70;31;273204;0;256;43;273204;1;57;6;273204;114899;0;0;0;246732;0;273204;0;0;0;0;68;2000000;61;71;67;-6;246732;273204;0;5;0;-1;43;79
120002;216;255;255;241;98;255;255;-26;255;188;Club Atlético Tucumán;1;255;47;-1;219174;2;7;-1;1;111716;69;69;69;69;1;-65;51;70;69;33;219174;2;264;32;219174;1;68;4;219174;120002;0;1;0;232692;0;219174;0;0;0;0;50;3000000;33;69;68;-3;232692;219174;1;2;0;-1;62;69
120014;216;52;55;58;238;238;53;-31;53;53;Club Atlético Patronato;1;58;47;-1;254344;2;4;-1;1;111716;66;68;67;68;1;-60;51;65;64;38;235827;1;0;65;235827;1;39;4;235827;120014;0;2;0;234458;0;254344;0;1;0;1;53;2000000;38;67;39;-3;235827;254344;0;1;0;-1;65;67
120023;211;255;255;0;0;255;255;-35;255;0;Danubio;2;255;33;-1;272436;2;15;-1;2;120036;67;67;67;69;1;-58;48;67;67;50;272436;1;257;48;272436;0;44;2;272436;120023;0;2;0;230992;1;272436;0;1;0;1;61;1350000;50;67;48;0;230992;272436;1;10;0;-1;52;69
120029;211;255;255;153;2;227;255;-35;15;85;Club Nacional de Football;101;20;55;-1;186408;2;20;-1;2;120030;56;57;56;56;1;-58;35;57;57;40;182860;1;328;48;251663;0;50;2;251663;120029;0;2;0;186408;2;186408;0;1;0;1;55;9000000;70;57;80;0;186408;186408;1;16;0;-1;35;56
120030;211;0;0;36;255;37;0;-35;37;211;Peñarol;2;37;45;-1;170664;2;20;-1;2;120029;66;66;66;64;1;-58;55;67;67;45;170664;1;0;45;170664;0;45;2;170664;120030;0;2;0;227549;1;170664;0;1;0;1;65;9000000;65;66;45;0;227549;170664;1;15;0;-1;50;64
120036;211;32;87;255;255;87;123;-35;32;255;Defensor Sporting;2;123;46;-1;250940;2;16;-1;2;120023;75;76;75;77;1;-58;40;77;77;55;250940;1;261;50;271685;0;46;4;215233;120036;0;2;0;186746;1;250940;0;1;0;1;49;2000000;49;76;38;0;215016;250940;1;11;0;-1;52;77
120037;240;29;29;255;255;29;29;-35;29;255;Libertad;2;29;50;-1;204699;2;17;-1;2;120043;73;73;73;74;1;-58;62;72;72;57;204699;1;132;54;204977;0;52;2;204977;120037;0;2;0;198653;2;204699;0;1;0;1;55;6000000;60;73;55;0;204699;204699;1;11;0;-1;60;74
120039;71;29;29;0;255;29;29;-35;29;255;Guaraní;2;29;43;-1;256555;2;15;-1;2;120043;75;76;75;76;1;-58;61;75;75;52;256555;1;64;56;256555;0;43;2;256555;120039;0;2;0;256555;1;256555;0;1;0;1;56;2000000;46;76;55;0;207768;256555;1;6;0;-1;48;76
120041;240;41;11;4;187;11;87;-35;41;0;Cerro Porteño;2;87;42;-1;198138;2;20;-1;2;120043;67;66;67;68;1;-58;52;65;65;54;198138;1;320;48;198138;0;48;2;198138;120041;0;2;0;198138;1;198138;0;1;0;1;51;5000000;41;66;41;0;223099;198138;1;12;0;-1;62;68
120043;211;255;255;0;0;255;255;-35;255;0;Olimpia;2;255;50;-1;219835;2;20;-1;2;120041;66;67;66;68;1;-58;64;66;66;60;219835;1;0;53;219835;0;54;2;219835;120043;0;2;0;209523;2;219835;0;1;0;1;61;4000000;60;67;54;0;209523;219835;1;12;0;-1;58;68
120049;240;34;4;255;255;4;89;-35;34;255;Alianza Lima;2;89;47;-1;179695;2;20;-1;2;120062;71;72;71;72;1;-58;36;72;72;48;179695;1;0;56;272325;0;48;2;234180;120049;0;2;0;228270;1;179695;0;1;0;1;50;2400000;53;72;52;0;196433;179695;1;16;0;-1;56;72
120055;211;29;29;24;209;29;29;-35;29;20;Melgar;1;29;34;-1;271619;2;6;-1;2;120065;74;73;74;75;1;-58;37;70;70;52;271619;1;64;56;271619;0;46;2;271619;120055;0;2;0;237031;0;271619;0;1;0;1;52;1000000;52;73;39;0;237031;271619;1;4;0;-1;53;75
120059;211;184;124;255;255;124;243;-35;184;255;Sporting Cristal;2;243;50;-1;196852;2;19;-1;2;120062;75;75;75;77;1;-58;44;74;74;55;196852;1;0;53;196852;0;45;2;196852;120059;0;2;0;196852;1;196852;0;1;0;1;50;1800000;55;75;60;0;210219;196852;1;11;0;-1;55;77
120062;211;238;244;19;160;244;204;-35;238;16;Universitario;2;204;48;-1;272279;2;20;-1;2;120049;66;66;66;68;1;-58;68;65;65;60;272279;1;0;50;272273;0;52;2;272273;120062;0;2;0;272265;1;272279;0;1;0;1;55;2700000;69;66;40;0;272265;272279;1;10;0;-1;70;68
120065;211;255;255;0;0;255;0;-35;255;0;Barcelona SC;2;0;42;-1;189454;2;20;-1;2;120073;85;85;85;86;1;-58;37;83;83;53;189454;1;132;54;189454;0;52;2;189454;120065;0;2;0;189454;2;189454;0;1;0;1;33;5000000;49;85;48;0;189454;189454;1;9;0;-1;34;86
120070;211;23;0;202;181;0;47;-35;23;189;Emelec;2;47;35;-1;205119;2;18;-1;2;120065;72;71;72;69;1;-58;50;71;71;50;205119;1;0;45;205119;0;45;2;205119;120070;0;2;0;205119;1;205119;0;1;0;1;50;3000000;50;71;50;0;205119;205119;1;8;0;-1;65;69
120073;211;255;255;128;0;193;255;-35;0;64;Liga de Quito;2;0;45;-1;236270;2;20;-1;2;120065;77;75;77;76;1;-58;50;72;72;50;236270;1;0;56;264520;0;55;2;264520;120073;0;2;0;191856;1;236270;0;1;0;1;50;2500000;50;75;50;0;191856;271110;1;10;0;-1;50;76
120079;211;186;117;128;0;117;255;-35;186;64;Bolivar;2;255;52;-1;207454;2;20;-1;2;120086;58;60;58;60;1;-58;56;61;61;54;241131;1;64;56;216751;0;49;2;248052;120079;0;2;0;216751;1;207454;0;1;0;1;53;4000000;60;60;67;0;207454;207454;1;11;0;-1;68;60
120086;211;32;32;6;255;0;32;-35;0;193;The Strongest;2;0;52;-1;236242;2;20;-1;2;120079;60;60;60;60;1;-58;51;59;59;55;236242;1;0;50;220544;0;37;2;220544;120086;0;2;0;220544;1;236242;0;1;0;1;47;1000000;54;60;74;0;220544;236242;1;9;0;-1;67;60
120093;211;20;190;32;32;190;24;-35;20;32;Caracas;2;24;45;-1;217090;2;20;-1;2;120098;64;66;64;68;1;-58;50;65;65;50;217090;0;5;50;217090;1;55;2;217090;120093;0;0;0;209073;0;217090;0;1;0;1;78;1000000;50;66;65;0;209073;217090;1;10;0;-1;65;68
120098;211;255;255;32;32;255;0;-35;255;32;Deportivo Tachira;2;0;34;-1;261648;2;20;-1;2;120093;67;68;67;68;1;-58;49;67;67;41;261648;0;320;48;261648;1;45;2;261648;120098;0;0;0;196873;1;261648;0;1;0;1;64;2000000;50;68;51;0;261648;261648;1;7;0;-1;63;68
120110;211;255;255;0;0;255;255;-35;255;0;Zamora;2;255;50;-1;260555;2;14;-1;1;120093;50;50;50;50;1;-58;50;50;50;50;260555;1;0;50;260555;0;50;2;260555;120110;0;0;0;260555;0;260555;0;0;0;0;50;1000000;50;50;50;0;220766;260555;0;3;0;-1;50;50
120112;211;0;255;255;255;255;0;-35;0;255;Independiente Petrolero;1;0;50;-1;188977;2;12;-1;1;120113;50;50;50;50;1;-58;50;50;50;50;188977;1;0;50;188977;0;50;2;188977;120112;0;0;0;174606;0;188977;0;0;0;0;50;1500000;50;50;50;0;174606;188977;0;1;0;-1;50;50
120113;211;0;255;160;0;255;0;-35;0;0;Wilstermann;2;0;50;-1;184890;2;15;-1;1;120079;50;50;50;50;1;-58;50;50;50;50;233569;1;0;50;184890;0;50;2;184890;120113;0;0;0;212094;0;184890;0;0;0;0;50;1000000;50;50;50;0;50013;184890;0;4;0;-1;50;50
120114;211;0;0;0;0;0;255;-35;0;0;Zulia;2;255;50;-1;260811;2;10;-1;1;120110;50;50;50;50;1;-58;50;50;50;50;260811;1;0;50;260814;0;50;2;260814;120114;0;0;0;260811;0;260811;0;0;0;0;50;600000;50;50;50;0;260811;260811;0;1;0;-1;50;50
120115;240;26;210;255;255;210;30;3;26;255;América de Cali;1;30;48;-1;165784;2;20;-1;2;101102;68;68;68;69;1;-76;69;70;69;50;165784;2;8;71;214572;0;56;2;214572;120115;0;1;0;214187;0;165784;0;0;0;0;67;2000000;80;68;66;-5;200207;165784;0;11;0;-1;60;71
